Row,CUSIP,Issuer Name,Yield at Issue,Amt Issued,Issue Date,Maturity,Tax Prov,Fin Typ,BICS Level 2,Self-reported Green,Mgmt of Proc,ESG Reporting,ESG Assurance Providers,Proj Sel Proc,ESG Framework,Industry,Kestrel Total ESG Impact Score,ESG Project Categories,Project Subcategory,Issuer Type
437),88035PQX9,CA Tender Option Bo...,,335.00M,05/29/2025,05/15/2044,AMT/ST TAX-EXEMPT,REFUNDING...,Financing...,No,,,,,,ARPT,,,,
438),88035PQY7,CA Tender Option Bo...,,1.01MM,05/29/2025,05/15/2045,AMT/ST TAX-EXEMPT,REFUNDING...,Financing...,No,,,,,,ARPT,,,,
439),88035PS74,CA Tender Option Bo...,,200.00M,07/07/2025,05/15/2055,AMT/ST TAX-EXEMPT,REFUNDING...,Financing...,No,,,,,,ARPT,,,,
440),88035R5C4,CA Tender Option Bo...,,2.00MM,10/22/2025,10/01/2056,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,No,,,,,,GASFWD,,,,
441),88035RY99,CA Tender Option Bo...,,3.60MM,10/09/2025,05/15/2050,AMT/ST TAX-EXEMPT,REFUNDING...,Financing...,No,,,,,,ARPT,,,,
442),88035THS2,CA Tender Option Bo...,,8.00MM,12/09/2025,04/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,No,,,,,,GASFWD,,,,
443),88035THTO,CA Tender Option Bo...,,2.00MM,12/09/2025,11/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,No,,,,,,GASFWD,,,,
444),959215GF5,CA Western Placer U...,3.42,460.00M,08/05/2025,08/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Education,Yes,No,No,No,No,No,APPROP,Clean Transportation|Ren...,Infrastructure,Solar,
445),959215GG3,CA Western Placer U...,3.62,455.00M,08/05/2025,08/01/2035,EED & ST TAX-FXEMPT,NEW MONEY,Education,Yes,No,No,No,No,No,APPROP,Clean Transportation|Ren,Infrastructure,Solar,
446,959215GL2,CA Western Placer U...,4.19,815.00M,08/05/2025,08/01/2039,FED & ST TAX-EXEMPT,NEW MONEY,Education,Yes,No,No,No,No,No,APPROP,Clean Transportation,Ren...,Infrastructure,Solar
447,959215GV0,CA Western Placer U...,4.36,445.00M,08/05/2025,08/01/2040,FED & ST TAX-EXEMPT,NEW MONEY,Education,No,,,,,,APPROP,,Infrastructure,Solar,
448,072024H62,CA Bay Area Toll Aut...,3,32.80MM,06/18/2025,04/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,TOLL,Clean Transportation,,,
449,072024H88,CA Bay Area Toll Aut...,3.27,43.31MM,06/18/2025,04/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,TOLL,Clean Transportation,,,
450,072024J29,CA Bay Area Toll Aut...,3.49,39.32MM,06/18/2025,04/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,TOLL,Clean Transportation,,,
451,072024J37,CA Bay Area Toll Aut...,3.64,2.35MM,06/18/2025,04/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,TOLL,Clean Transportation,,,
452,072024J45,CA Bay Area Toll Aut...,3.75,8.71MM,06/18/2025,04/01/2039,FED & ST TAX-EXEMPT,NEW MONEY,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,TOLL,Clean Transportation,,,
453,072024J52,CA Bay Area Toll Aut...,3.88,17.82MM,06/18/2025,04/01/2040,FED & ST TAX-EXEMPT,NEW MONEY,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,TOLL,Clean Transportation,,,
454,072024J78,CA Bay Area Toll Aut...,4.12,12.97MM,06/18/2025,04/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,TOLL,Clean Transportation,,,
455,072024K35,CA Bay Area Toll Aut...,4.45,25.00MM,06/18/2025,04/01/2047,FED & ST TAX-EXEMPT,NEW MONEY,Transporta...,Yes,Yes,Yes,Yes,Yes,Yes,TOLL,Clean Transportation,,,
456,13013JFY7,CA California Commu...,3.59,2.85MM,06/18/2025,11/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
457,13013JFZ4,CA California Commu...,3.69,2.88MM,06/18/2025,11/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
458,13013JGA8,CA California Commu...,3.8,2.98MM,06/18/2025,11/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
459,13013JGB6,CA California Commu...,3.9,6.95MM,06/18/2025,11/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
460,13013JGC4,CA California Commu...,4.07,8.03MM,06/18/2025,11/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
461,13013JGD2,CA California Commu...,4.15,8.32MM,06/18/2025,11/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
462,13013JGE0,CA California Commu...,4.32,8.69MM,06/18/2025,11/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
463,13013JGS9,CA California Commu...,3.02,11.60MM,09/26/2025,10/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,No,GASFWD,Renewable Energy,,,
464,043257BM5,CO City of Arvada CO...,2.89,280.00M,07/09/2025,12/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
465,043257BY9,CO City of Arvada CO...,4.21,485.00M,07/09/2025,12/01/2041,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
466,043257CB8,CO City of Arvada CO...,4.5,560.00M,07/09/2025,12/01/2044,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
467,043260CD8,CO City of Arvada CO...,3.07,1.83MM,07/09/2025,12/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
468,043260CG1,CO City of Arvada CO...,3.42,2.12MM,07/09/2025,12/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
469,823656AZ6,CO City of Sheridan...,3.04,115.00M,06/26/2025,12/01/2026,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,APPROP,CITY Energy Efficiency,,,
470,823656BA0,CO City of Sheridan...,3.05,195.00M,06/26/2025,12/01/2027,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,APPROP,CITY Energy Efficiency,,,
471,823656BB8,CO City of Sheridan...,3.06,205.00M,06/26/2025,12/01/2028,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,APPROP,CITY Energy Efficiency,,,
472,823656BD4,CO City of Sheridan...,3.16,230.00M,06/26/2025,12/01/2030,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,APPROP,CITY Energy Efficiency,,,
473,823656BF9,CO City of Sheridan...,3.39,250.00M,06/26/2025,12/01/2032,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,APPROP,CITY Energy Efficiency,,,
474,823656BK8,CO City of Sheridan...,4,305.00M,06/26/2025,12/01/2036,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,No,APPROP,CITY Energy Efficiency,,,
475),823656BM4,CO City of Sheridan ...,4.2,330.00M,06/26/2025,12/01/2038,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,,APPROP,CITY,Energy Efficiency,,
476),823656BN2,CO City of Sheridan ...,4.3,345.00M,06/26/2025,12/01/2039,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,,APPROP,CITY,Energy Efficiency,,
477),043257CE2,CO City of Arvada CO...,4.82,2.60MM,07/09/2025,12/01/2054,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
478),043257CF9,CO City of Arvada CO...,4.64,1.26MM,07/09/2025,12/01/2047,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
479),043260CUO,CO City of Arvada CO...,4.8,19.94MM,07/09/2025,12/01/2054,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
480),043257CG7,CO City of Arvada CO...,4.72,1.40MM,07/09/2025,12/01/2049,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
481),043260CT3,CO City of Arvada CO...,4.7,20.02MM,07/09/2025,12/01/2050,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
482),823656BL6,CO City of Sheridan ...,4.1,320.00M,06/26/2025,12/01/2037,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,,APPROP,CITY,Energy Efficiency,,
483),043257CC6,CO City of Arvada CO...,4.55,585.00M,07/09/2025,12/01/2045,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
484),043260CM8,CO City of Arvada CO...,4.04,2.71MM,07/09/2025,12/01/2040,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
485),823656BC6,CO City of Sheridan ...,3.09,215.00M,06/26/2025,12/01/2029,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,,APPROP,CITY,Energy Efficiency,,
486),823656BJ1,CO City of Sheridan ...,3.73,290.00M,06/26/2025,12/01/2035,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,,APPROP,CITY,Energy Efficiency,,
487),823656BG7,CO City of Sheridan ...,3.44,265.00M,06/26/2025,12/01/2033,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,,APPROP,CITY,Energy Efficiency,,
488),043257CD4,CO City of Arvada CO...,4.77,1.54MM,07/09/2025,12/01/2051,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
489),043260CK2,CO City of Arvada CO...,3.82,2.46MM,07/09/2025,12/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
490),043260CLO,CO City of Arvada CO...,3.92,2.58MM,07/09/2025,12/01/2039,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
491),043257BR4,CO City of Arvada CO...,3.34,345.00M,07/09/2025,12/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
492),823656BH5,CO City of Sheridan ...,3.6,275.00M,06/26/2025,12/01/2034,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,,APPROP,CITY,Energy Efficiency,,
493),823656BP7,CO City of Sheridan ...,4.4,360.00M,06/26/2025,12/01/2040,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,,APPROP,CITY,Energy Efficiency,,
494),043260CR7,CO City of Arvada CO...,4.45,3.29MM,07/09/2025,12/01/2044,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
495),043260CS5,CO City of Arvada CO...,4.5,3.45MM,07/09/2025,12/01/2045,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
496),823656BE2,CO City of Sheridan ...,3.26,240.00M,06/26/2025,12/01/2031,FED BQ/ST TAX-EXEMPT,NEW MONEY,General Go...,No,No,No,No,No,,APPROP,CITY,Energy Efficiency,,
497),043257BG8,CO City of Arvada CO...,2.85,90.00M,07/09/2025,12/01/2025,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
498),043257BH6,CO City of Arvada CO...,2.77,235.00M,07/09/2025,12/01/2026,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
499),043257BJ2,CO City of Arvada CO...,2.78,245.00M,07/09/2025,12/01/2027,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
500),043257BK9,CO City of Arvada CO...,2.79,255.00M,07/09/2025,12/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
501),043257BL7,CO City of Arvada CO...,2.82,270.00M,07/09/2025,12/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
502),043257BN3,CO City of Arvada CO...,2.99,295.00M,07/09/2025,12/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
503),043257BP8,CO City of Arvada CO...,3.12,310.00M,07/09/2025,12/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
504),043257BO6,CO City of Arvada CO...,3.17,325.00M,07/09/2025,12/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,,WTRSWR,CITY... Sustainable Water,,Infrastructure,
505),043257BS2,CO City of Arvada CO...,3.48,360.00M,07/09/2025,12/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
506),043257BTO,CO City of Arvada CO...,3.65,380.00M,07/09/2025,12/01/2036,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
507),043257BU7,CO City of Arvada CO...,3.76,395.00M,07/09/2025,12/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
508),043257BV5,CO City of Arvada CO...,3.87,415.00M,07/09/2025,12/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
509),043257BW3,CO City of Arvada CO...,3.97,440.00M,07/09/2025,12/01/2039,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
510),043257BX1,CO City of Arvada CO...,4.09,460.00M,07/09/2025,12/01/2040,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
511),043257BZ6,CO City of Arvada CO...,4.33,505.00M,07/09/2025,12/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
512),043257CAO,CO City of Arvada CO...,4.44,530.00M,07/09/2025,12/01/2043,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
513),043260BW7,CO City of Arvada CO...,2.7,530.00M,07/09/2025,12/01/2025,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
514),043260BX5,CO City of Arvada CO...,2.67,1.37MM,07/09/2025,12/01/2026,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
515),043260BY3,CO City of Arvada CO...,2.68,1.44MM,07/09/2025,12/01/2027,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
516),043260BZO,CO City of Arvada CO...,2.71,1.51MM,07/09/2025,12/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
517),043260CA4,CO City of Arvada CO...,2.75,1.58MM,07/09/2025,12/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
518),043260CB2,CO City of Arvada CO...,2.82,1.66MM,07/09/2025,12/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
519),043260CCO,CO City of Arvada CO...,2.94,1.75MM,07/09/2025,12/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
520),043260CE6,CO City of Arvada CO...,3.12,1.93MM,07/09/2025,12/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
521),043260CF3,CO City of Arvada CO...,3.29,2.02MM,07/09/2025,12/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
522),043260CH9,CO City of Arvada CO...,3.62,2.23MM,07/09/2025,12/01/2036,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
523),043260CJ5,CO City of Arvada CO...,3.73,2.34MM,07/09/2025,12/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
524),043260CN6,CO City of Arvada CO...,4.17,2.84MM,07/09/2025,12/01/2041,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
525),043260CP1,CO City of Arvada CO...,4.28,2.99MM,07/09/2025,12/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
526),043260CQ9,CO City of Arvada CO...,4.39,3.13MM,07/09/2025,12/01/2043,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,Yes,No,No,No,No,No,WTRSWR,CITY... Sustainable Water,Infrastructure,,
527),416498GB3,CT Hartford County...,2.32,2.05MM,11/06/2025,10/01/2033,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
528),207580BD2,CT Connecticut Gree...,3.947,1.29MM,10/15/2025,11/15/2026,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing...,Yes,Yes,Yes,Yes,Yes,Yes,PUBPWR,Pollution Control,Renewa...,Greenhouse Gas Control,Solar
529),207580BF7,CT Connecticut Gree...,3.949,1.44MM,10/15/2025,11/15/2028,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing...,No,,,,,,PUBPWR,,,,
530),207580BH3,CT Connecticut Gree...,3.999,1.51MM,10/15/2025,11/15/2030,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing...,No,,,,,,PUBPWR,,,,
531),207580BK6,CT Connecticut Gree...,4.374,1.60MM,10/15/2025,11/15/2032,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing...,No,,,,,,PUBPWR,,,,
532),207580BL4,CT Connecticut Gree...,4.474,1.65MM,10/15/2025,11/15/2033,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing...,No,,,,,,PUBPWR,,,,
533),207580BM2,CT Connecticut Gree...,4.55,1.70MM,10/15/2025,11/15/2034,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing...,No,,,,,,PUBPWR,,,,
534),207580BNO,CT Connecticut Gree...,4.6,1.76MM,10/15/2025,11/15/2035,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing ...,No,,,,,,,PUBPWR,,,
535),207580BP5,CT Connecticut Gree...,4.65,1.57MM,10/15/2025,11/15/2036,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing ...,No,,,,,,,PUBPWR,,,
536),207580BQ3,CT Connecticut Gree...,4.7,1.95MM,10/15/2025,11/15/2037,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing ...,No,,,,,,,PUBPWR,,,
537),416498FZ1,CT Hartford County...,2.18,1.86MM,11/06/2025,10/01/2031,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
538),416498GC1,CT Hartford County...,2.39,2.15MM,11/06/2025,10/01/2034,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
539),416498GD9,CT Hartford County...,2.6,2.27MM,11/06/2025,10/01/2035,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
540),416498GE7,CT Hartford County...,2.75,2.37MM,11/06/2025,10/01/2036,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
541),416498GK3,CT Hartford County...,3.57,2.90MM,11/06/2025,10/01/2041,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
542),416498GL1,CT Hartford County...,3.7,3.01MM,11/06/2025,10/01/2042,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
543),416498GN7,CT Hartford County...,3.92,3.26MM,11/06/2025,10/01/2044,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
544),416498GG2,CT Hartford County...,3.1,2.57MM,11/06/2025,10/01/2038,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
545),416498FX6,CT Hartford County...,2.14,1.68MM,11/06/2025,10/01/2029,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
546),207580BE0,CT Connecticut Gree...,3.899,1.40MM,10/15/2025,11/15/2027,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing ...,No,,,,,,,PUBPWR,,,
547),416498GJ6,CT Hartford County...,3.4,2.78MM,11/06/2025,10/01/2040,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
548),207580BJ9,CT Connecticut Gree...,4.249,1.55MM,10/15/2025,11/15/2031,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing ...,No,,,,,,,PUBPWR,,,
549),416498GM9,CT Hartford County...,3.8,3.14MM,11/06/2025,10/01/2043,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
550),416498GA5,CT Hartford County...,2.27,1.95MM,11/06/2025,10/01/2032,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
551),416498GHO,CT Hartford County...,3.25,2.67MM,11/06/2025,10/01/2039,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
552),207580BG5,CT Connecticut Gree...,3.949,1.48MM,10/15/2025,11/15/2029,FED TAXABLE/ST TAX-EX...,NEW MONEY,Financing ...,No,,,,,,,PUBPWR,,,
553),416498FU2,CT Hartford County...,2.31,1.45MM,11/06/2025,10/01/2026,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
554),416498FV0,CT Hartford County...,2.21,1.52MM,11/06/2025,10/01/2027,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
555),416498FW8,CT Hartford County...,2.16,1.60MM,11/06/2025,10/01/2028,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
556),416498FY4,CT Hartford County...,2.14,1.77MM,11/06/2025,10/01/2030,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
557),416498GF4,CT Hartford County...,2.92,2.47MM,11/06/2025,10/01/2037,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
558),416498GP2,CT Hartford County...,3.96,3.40MM,11/06/2025,10/01/2045,FED & ST TAX-EXEMPT,NEW MONEY,Utilities,No,No,No,No,No,No,WTRSWR,Sustainable Water,Infrastructure,,
559),254845VC1,DC District of Colum...,2.71,2.02MM,08/13/2025,10/01/2030,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,,WTRSWR,,,
560),254845VF4,DC District of Colum...,3.18,2.31MM,08/13/2025,10/01/2033,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,,WTRSWR,,,
561),254845VQ0,DC District of Colum...,4.55,5.05MM,08/13/2025,10/01/2043,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,,WTRSWR,,,
562),254845VR8,DC District of Colum...,4.66,3.31MM,08/13/2025,10/01/2044,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,,WTRSWR,,,
563),254845VT4,DC District of Colum...,4.83,32.00MM,08/13/2025,10/01/2050,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,,WTRSWR,,,
564,254845VU1,DC District of Colum...,4.89,32.19MM,08/13/2025,10/01/2054,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,,WTRSWR,,,
565,254845UY4,DC District of Colum...,2.46,8.66MM,08/13/2025,10/01/2026,FED & ST TAX-EXEMPT,REFUNDING...,Utilities,No,,,,,,,WTRSWR,,,
